site,visit_date,datum,am_date,factor,count,species,alive,dead,uid,geometry,lon_gda94,lat_gda94,alv_prop,ded_prop,total_prop,avg_alive,avg_dead,avg_total,cor_av_liv,cor_av_ded,cor_av_tot,co_ef_nme,leaves,leaves_r2,twigs,bark,bark_r2,wood,wood_r2,branches,branches_r2,stems,stems_r2,agb,agb_r2,root,root_r2,tot_bm,total_alv_ba,total_ded_ba,total_ba,c_leaves,c_twigs,c_bark,c_wood,c_branches,c_stems,c_agb,c_roots
LC1_1_1,2001-01-09,GDA94,20010109,0.75,3,E. tetrodonta,1,0.0,11,POINT (131.1769486584139 -14.01805403273528),131.17694865841386,-14.018054032735277,0.0058544581698963755,0.0,0.005296049147336087,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.25,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,1.463614542474094e-05,0.0,1.3240122868340216e-05,0.0016152949899375063,0.0016814956042792075,0.004514881898104014,0.028611905518483208,0.010578858171803833,0.03312678741658722,0.04505613812096176,0.007176146594640397
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Brachychiton diversifolius,4,0.0,12,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,1.0,0.0,1.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.00023417832679585503,0.0,0.00021184196589344345,0.019701302828090243,0.020548670691664016,0.08028810507361507,0.26120114394661575,0.19807223811036964,0.34148924902023087,0.5592627899586907,0.11481834551424636
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Canarium australianum,3,0.0,13,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.75,0.0,0.75,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0001317253088226685,0.0,0.00011916110581506196,0.011081982840800763,0.01155862726406101,0.04516205910390848,0.1469256434699714,0.11141563393708294,0.1920877025738799,0.3145853193517636,0.06458531935176358
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Corymbia polycarpa,2,0.0,14,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.5,0.0,0.5,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,5.854458169896376e-05,0.0,5.2960491473360864e-05,0.004925325707022561,0.005137167672916004,0.020072026268403768,0.06530028598665394,0.04951805952759241,0.08537231225505772,0.13981569748967268,0.02870458637856159
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,E. chlorostachys,7,0.0,15,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,1.75,0.0,1.75,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.0007171711258123061,0.0,0.0006487660205486706,0.09990996716449527,0.1038025632877873,0.2601551742400169,0.677311725452812,0.5280955407266178,0.9374668996928289,1.5654724075839421,0.35163118313737945
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,others,27,0.0,16,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.15807037058720216,0.0,0.14299332697807435,9.0,0.0,9.0,6.75,0.0,6.75,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.010669750014636145,0.0,0.009652049571020019,0.8976406101048617,0.9362488083889419,3.6581267874165873,11.900977121067683,9.024666348903718,15.55910390848427,25.48141086749285,5.23141086749285
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,dead,0,4.0,17,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.0,0.22209883398112162,0.021184196589344347,0.0,1.3333333333333333,1.3333333333333333,0.0,1.7777777777777777,1.7777777777777777,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.00394842371521994,0.00037660793936612167,0.035024538361049316,0.0365309701185138,0.14273440901976012,0.464357589238428,0.35212842330732375,0.6070919982581882,0.9942449599265611,0.20412150313643795
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Eucalyptus sp.,6,0.0,18,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,1.5,0.0,1.5,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.000526901235290674,0.0,0.00047664442326024784,0.04432793136320305,0.04623450905624404,0.18064823641563393,0.5877025738798856,0.44566253574833176,0.7683508102955195,1.2583412774070544,0.2583412774070543
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Acacia auriculiformis,1,0.0,19,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.0058544581698963755,0.0,0.005296049147336087,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,1.463614542474094e-05,0.0,1.3240122868340216e-05,0.0012313314267556402,0.001284291918229001,0.005018006567100942,0.016325071496663485,0.012379514881898103,0.02134307806376443,0.03495392437241817,0.007176146594640397
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Syzygium sp.,3,0.0,20,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.75,0.0,0.75,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0001317253088226685,0.0,0.00011916110581506196,0.011081982840800763,0.01155862726406101,0.04516205910390848,0.1469256434699714,0.11141563393708294,0.1920877025738799,0.3145853193517636,0.06458531935176358
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Canarium sp.,1,0.0,21,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.0058544581698963755,0.0,0.005296049147336087,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,1.463614542474094e-05,0.0,1.3240122868340216e-05,0.0012313314267556402,0.001284291918229001,0.005018006567100942,0.016325071496663485,0.012379514881898103,0.02134307806376443,0.03495392437241817,0.007176146594640397
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,E. tetrodonta,2,0.0,22,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.5,0.0,0.5,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,5.854458169896376e-05,0.0,5.2960491473360864e-05,0.006461179959750025,0.00672598241711683,0.018059527592416056,0.11444762207393283,0.04231543268721533,0.13250714966634888,0.18022455248384703,0.02870458637856159
LC1_2_2,2001-01-09,GDA94,20010109,0.75,3,Alphitonia excelsa,4,0.0,23,POINT (131.1604381990902 -12.21085263029459),131.16043819909015,-12.210852630294585,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,1.0,0.0,1.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.00023417832679585503,0.0,0.00021184196589344345,0.019701302828090243,0.020548670691664016,0.08028810507361507,0.26120114394661575,0.19807223811036964,0.34148924902023087,0.5592627899586907,0.11481834551424636
FD1_1_1,2001-01-09,GDA94,20010109,1.0,3,Acacia auriculiformis,15,0.0,24,POINT (131.3149210270065 -12.56147207191574),131.31492102700648,-12.561472071915743,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,5.0,0.0,5.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.004390843627422282,0.0,0.003972036860502065,0.36939942802669207,0.38528757546870035,1.5054019701302828,4.897521448999047,3.7138544645694314,6.40292341912933,10.486177311725452,2.1528439783921196
FD1_1_1,2001-01-09,GDA94,20010109,1.0,3,Ixora timorensis,18,0.0,25,POINT (131.3149210270065 -12.56147207191574),131.31492102700648,-12.561472071915743,0.10538024705813477,0.0,0.09532888465204957,6.0,0.0,6.0,6.0,0.0,6.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.006322814823488086,0.0,0.005719733079122974,0.5319351763584366,0.5548141086749285,2.167778836987607,7.052430886558627,5.34795042897998,9.220209723546235,15.100095328884652,3.100095328884652
FD1_1_1,2001-01-09,GDA94,20010109,1.0,3,Ficus sp.,1,0.0,26,POINT (131.3149210270065 -12.56147207191574),131.31492102700648,-12.561472071915743,0.0058544581698963755,0.0,0.005296049147336087,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,1.951486056632125e-05,0.0,1.7653497157786956e-05,0.0016417752356741868,0.0017123892243053346,0.006690675422801256,0.021766761995551318,0.016506019842530802,0.028457437418352573,0.04660523249655756,0.00956819545952053
FD1_1_1,2001-01-09,GDA94,20010109,1.0,3,others,4,0.0,27,POINT (131.3149210270065 -12.56147207191574),131.31492102700648,-12.561472071915743,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.00031223776906114,0.0,0.0002824559545245913,0.02626840377078699,0.027398227588885354,0.1070508067648201,0.3482681919288211,0.26409631748049284,0.4553189986936412,0.745683719944921,0.1530911273523285
FD1_1_1,2001-01-09,GDA94,20010109,1.0,3,dead,0,5.0,28,POINT (131.3149210270065 -12.56147207191574),131.31492102700648,-12.561472071915743,0.0,0.27762354247640203,0.02648024573668044,0.0,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.004627059041273368,0.000441337428944674,0.04104438089185468,0.04280973060763338,0.16726688557003144,0.544169049888783,0.41265049606327014,0.7114359354588145,1.1651308124139392,0.2392048864880133
FD1_1_1,2001-01-09,GDA94,20010109,1.0,3,Terminalia microcarpa,15,0.0,29,POINT (131.3149210270065 -12.56147207191574),131.31492102700648,-12.561472071915743,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,5.0,0.0,5.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.004390843627422282,0.0,0.003972036860502065,0.36939942802669207,0.38528757546870035,1.5054019701302828,4.897521448999047,3.7138544645694314,6.40292341912933,10.486177311725452,2.1528439783921196
LD9_2_2,2000-09-07,GDA94,20000907,0.5,3,E. tetrodonta,65,0.0,171,POINT (131.0917272768354 -12.7032338895905),131.09172727683543,-12.703233889590496,0.38053978104326447,0.0,0.34424319457684566,21.666666666666668,0.0,21.666666666666668,10.833333333333334,0.0,10.833333333333334,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,0.041225142946353655,0.0,0.03729301274582495,4.549747554990644,4.736212618719769,12.716917346326309,80.59020054372772,29.797117183914136,93.30711789005403,126.9081223740423,20.212812908237122
LD9_2_2,2000-09-07,GDA94,20000907,0.5,3,E. miniata,47,0.0,172,POINT (131.0917272768354 -12.7032338895905),131.09172727683543,-12.703233889590496,0.27515953398512966,0.0,0.2489143099247961,15.666666666666666,0.0,15.666666666666666,7.833333333333333,0.0,7.833333333333333,Eumi,50,0.96,52,218,0.92,1829,0.95,375,0.79,2047,0.96,2472,0.96,542,0.57,3014,0.021554163495501825,0.0,0.019498287610775693,0.9749143805387847,1.013910955760336,4.250626699149101,35.662368040108746,7.311857854040885,39.91299473925785,48.19976697383751,10.568071885040426
LD9_2_2,2000-09-07,GDA94,20000907,0.5,3,others,41,0.0,173,POINT (131.0917272768354 -12.7032338895905),131.09172727683543,-12.703233889590496,0.24003278496575142,0.0,0.21713801504077956,13.666666666666666,0.0,13.666666666666666,6.833333333333333,0.0,6.833333333333333,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.01640224030599301,0.0,0.014837764361119936,1.379912085584154,1.4392631430286338,5.623512692864455,18.29496345726088,13.87330967764714,23.918476150125336,39.17169791335663,8.042068283727005
LD9_2_2,2000-09-07,GDA94,20000907,0.5,3,dead,0,18.0,174,POINT (131.0917272768354 -12.7032338895905),131.09172727683543,-12.703233889590496,0.0,0.9994447529150472,0.09532888465204957,0.0,6.0,6.0,0.0,12.0,12.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.11993337034980567,0.011439466158245948,1.0638703527168731,1.109628217349857,4.335557673975214,14.104861773117253,10.69590085795996,18.44041944709247,30.200190657769305,6.200190657769304
LD9_1_1,2000-07-13,GDA94,20000713,0.75,3,E. miniata,18,0.0,175,POINT (131.0910255880708 -12.70297733774477),131.09102558807083,-12.702977337744766,0.10538024705813477,0.0,0.09532888465204957,6.0,0.0,6.0,4.5,0.0,4.5,Eumi,50,0.96,52,218,0.92,1829,0.95,375,0.79,2047,0.96,2472,0.96,542,0.57,3014,0.004742111117616065,0.0,0.004289799809342231,0.21448999046711154,0.223069590085796,0.9351763584366063,7.84604385128694,1.6086749285033366,8.781220209723546,10.604385128693995,2.325071496663489
LD9_1_1,2000-07-13,GDA94,20000713,0.75,3,E. tetrodonta,38,0.0,176,POINT (131.0910255880708 -12.70297733774477),131.09102558807083,-12.702977337744766,0.22246941045606228,0.0,0.2012498675987713,12.666666666666666,0.0,12.666666666666666,9.5,0.0,9.5,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,0.021134593993325915,0.0,0.019118737421883275,2.3324859654697594,2.428079652579176,6.5194894608621965,41.315591568689754,15.275871200084737,47.83508102955195,65.06106344666878,10.362355682660736
LD9_1_1,2000-07-13,GDA94,20000713,0.75,3,dead,0,7.0,177,POINT (131.0910255880708 -12.70297733774477),131.09102558807083,-12.702977337744766,0.0,0.3886729594669628,0.03707234403135261,0.0,2.3333333333333335,2.3333333333333335,0.0,3.111111111111111,3.111111111111111,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.012092047627861065,0.0011533618143087477,0.10726264873071353,0.11187609598794852,0.4371241276230154,1.4220951170426859,1.078393296378679,1.8592192446657012,3.044875189775094,0.6251221033553412
LD8_2_2,2000-07-12,GDA94,20000712,0.25,3,Grevillea pteridifolia,34,0.0,178,POINT (130.7417266894962 -13.27488001642017),130.74172668949618,-13.27488001642017,0.1990515777764768,0.0,0.18006567100942697,11.333333333333334,0.0,11.333333333333334,2.8333333333333335,0.0,2.8333333333333335,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.005639794703666843,0.0,0.005101860678600431,0.47447304310984006,0.49488048582424177,1.9336051971895634,6.290594216714331,4.770239734491403,8.224199413903895,13.468912191505137,2.7652084878014334
LD8_2_2,2000-07-12,GDA94,20000712,0.25,3,Melaleuca nervoa,49,0.0,179,POINT (130.7417266894962 -13.27488001642017),130.74172668949618,-13.27488001642017,0.2868684503249224,0.0,0.25950640821946824,16.333333333333332,0.0,16.333333333333332,4.083333333333333,0.0,4.083333333333333,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.01171379505493433,0.0,0.010596511668961618,0.9854755852134305,1.027861631889277,4.016077922536454,13.065498887829675,9.907738410479112,17.08157681036613,27.97479080605867,5.743309324577197
LD8_2_2,2000-07-12,GDA94,20000712,0.25,3,dead,0,4.0,180,POINT (130.7417266894962 -13.27488001642017),130.74172668949618,-13.27488001642017,0.0,0.22209883398112162,0.021184196589344347,0.0,1.3333333333333333,1.3333333333333333,0.0,5.333333333333333,5.333333333333333,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.011845271145659819,0.0011298238180983652,0.10507361508314796,0.10959291035554142,0.4282032270592804,1.3930727677152843,1.0563852699219713,1.8212759947745647,2.982734879779684,0.612364509409314
LD8_2_2,2000-07-12,GDA94,20000712,0.25,3,others,10,0.0,181,POINT (130.7417266894962 -13.27488001642017),130.74172668949618,-13.27488001642017,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,0.8333333333333334,0.0,0.8333333333333334,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0004878715141580314,0.0,0.000441337428944674,0.04104438089185468,0.04280973060763338,0.16726688557003144,0.544169049888783,0.41265049606327014,0.7114359354588145,1.1651308124139392,0.2392048864880133
LD8_1_2,2000-07-12,GDA94,20000712,0.25,3,E. chlorostachys,5,0.0,182,POINT (130.7410883324898 -13.27335683680295),130.74108833248977,-13.273356836802952,0.02927229084948188,0.0,0.02648024573668044,1.6666666666666667,0.0,1.6666666666666667,0.4166666666666667,0.0,0.4166666666666667,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.00012196787853950785,0.0,0.0001103343572361685,0.016991491014369947,0.017653497157786958,0.04424407725170357,0.11518906895455991,0.08981216679024115,0.15943314620626348,0.2662368040108746,0.059801221622003325
LD8_1_2,2000-07-12,GDA94,20000712,0.25,3,Grevillea pteridifolia,15,0.0,183,POINT (130.7410883324898 -13.27335683680295),130.74108833248977,-13.273356836802952,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,1.25,0.0,1.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0010977109068555705,0.0,0.0009930092151255164,0.09234985700667302,0.09632189386717509,0.3763504925325707,1.2243803622497618,0.9284636161423578,1.6007308547823325,2.621544327931363,0.5382109945980299
LD8_1_2,2000-07-12,GDA94,20000712,0.25,3,Melaleuca nervoa,12,0.0,184,POINT (130.7410883324898 -13.27335683680295),130.74108833248977,-13.273356836802952,0.07025349803875652,0.0,0.06355258976803305,4.0,0.0,4.0,1.0,0.0,1.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0007025349803875653,0.0,0.0006355258976803304,0.05910390848427073,0.06164601207499205,0.24086431522084523,0.7836034318398474,0.5942167143311089,1.0244677470606927,1.6777883698760723,0.34445503654273907
LD8_1_2,2000-07-12,GDA94,20000712,0.25,3,dead,0,5.0,185,POINT (130.7410883324898 -13.27335683680295),130.74108833248977,-13.273356836802952,0.0,0.27762354247640203,0.02648024573668044,0.0,1.6666666666666667,1.6666666666666667,0.0,6.666666666666667,6.666666666666667,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.01850823616509347,0.001765349715778696,0.16417752356741872,0.1712389224305335,0.6690675422801258,2.176676199555132,1.6506019842530806,2.845743741835258,4.660523249655757,0.9568195459520532
LD8_1_2,2000-07-12,GDA94,20000712,0.25,3,others,6,0.0,186,POINT (130.7410883324898 -13.27335683680295),130.74108833248977,-13.273356836802952,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,0.5,0.0,0.5,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.00017563374509689132,0.0,0.0001588814744200826,0.014775977121067683,0.015411503018748012,0.06021607880521131,0.19590085795996184,0.14855417858277722,0.25611693676517316,0.41944709246901807,0.08611375913568477
LD7_2_2,2000-07-11,GDA94,20000711,0.5,3,E. tetrodonta,41,0.0,187,POINT (130.8520770939525 -13.05843831026966),130.8520770939525,-13.05843831026966,0.24003278496575142,0.0,0.21713801504077956,13.666666666666666,0.0,13.666666666666666,6.833333333333333,0.0,6.833333333333333,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,0.01640224030599301,0.0,0.014837764361119936,1.8102072520566321,1.8843960738622318,5.059677647141898,32.064408784380184,11.855373724534829,37.12408643152208,50.49291212089114,8.042068283727005
LD7_2_2,2000-07-11,GDA94,20000711,0.5,3,E. miniata,27,0.0,188,POINT (130.8520770939525 -13.05843831026966),130.8520770939525,-13.05843831026966,0.15807037058720216,0.0,0.14299332697807435,9.0,0.0,9.0,4.5,0.0,4.5,Eumi,50,0.96,52,218,0.92,1829,0.95,375,0.79,2047,0.96,2472,0.96,542,0.57,3014,0.007113166676424098,0.0,0.006434699714013345,0.3217349857006673,0.33460438512869395,1.4027645376549094,11.76906577693041,2.4130123927550047,13.171830314585318,15.90657769304099,3.487607244995233
